,CHILI,H_N_tot,H_bed_depth,H_bulk_dens,H_carb_org,H_carb_tot,H_cec,H_clay,H_fcc,H_ph,H_sand,H_silt,H_stone,H_text_class,N,SANLC,SF,alpha,bare-coverfraction,bio_Pdq,bio_Pwq,bio_annP,bio_maxT,bio_minT,canopy_height,change_abs,change_norm,contrast,corr,cov,critwilt,crops-coverfraction,cti,dissimilarity,distance_roads,distance_settlements,distance_trans_lines,elevation,entropy,evi_summer,evi_winter,fieldcrit,grass-coverfraction,homogeneity,ksat,max_extent,maximum,mean,moss-coverfraction,occurrence,ormc,pielou,range,recurrence,roughness,satfield,sd,shannon,shrub-coverfraction,simpson,slope,snow-coverfraction,spi,stc,topD,tpi,transition,tree-coverfraction,tri,uniformity,urban-coverfraction,variance,vegtype_id,vrm,water-permanent-coverfraction,water-seasonal-coverfraction,wcavail,wcpf2,wcpf3,wcpf4-2,wcres,wcsat,wp,osm_water,seasonality,BurnDate,BurnDate_count
H_sand,-0.012418649071505626,-0.8195224197272055,0.24693482549168017,0.6795457792560955,-0.5397548434563513,-0.8470445283257788,-0.751794931629791,-0.8618443017918017,-0.1469209285686123,-0.56309271486407,1.0,-0.6968500898126171,-0.27596743669247514,0.6887831834381247,0.29794637273253116,-0.29443375946322425,-0.4918561880654376,0.33646346600982296,0.34558991928774196,-0.36139662352575563,0.2089661750220282,0.09936100104603383,-0.37993204693860155,-0.06345758966510995,0.178562705099119,-0.05368559857985091,-0.04356434131149668,-0.14082030900287384,-0.06287721249020205,-0.19650174209368113,-0.3174621118828473,-0.09400389216740741,-0.12270417257585298,-0.2036653742755203,-0.06378924880848266,-0.37928283921612416,0.1623842853080724,0.3417555198675889,-0.21973044630430424,0.12341632883741488,0.5096239805087385,-0.3045413973903709,-0.5999062136509328,0.2248965810907334,0.22078068423566782,-0.005427237086588508,0.17547101896838213,-0.08377578106214162,,-0.03247086438976877,-0.124193010665943,-0.11141061462395022,-0.2047309994155938,-0.0401744705585894,0.014706372653804565,0.3003284458719149,-0.19894026515633845,-0.2312535376357391,0.592490978580799,-0.2150393623260367,0.0101928321243,,-0.010485990076339399,0.10059981736483815,-0.004531255788441555,0.0059549539289679935,0.019489428898077855,0.3529640604045357,0.009339119832506973,0.18398470399757036,0.0058315755248064625,-0.11881829002317054,0.3892032455265359,-0.04807000512858029,0.0025513480128179426,-0.014159511952310383,-0.3172116879985539,-0.31891207726073206,-0.31403028933540494,-0.3078395063559032,,-0.24326742917543986,-0.010396066009481815,-0.04094726581475996,0.07437680174433446,-0.19009379763040413,-0.262440356603629
H_silt,0.06298585895793851,0.5917920731047592,-0.12594154439334085,-0.4315754322211387,0.1812730656281939,0.5849837879368407,0.6995193857854113,0.6373463114153165,-0.02003291861668705,0.6206094163158488,-0.6968500898126171,1.0,0.36498445951980635,-0.5066050811203419,-0.3316149180478752,0.2537987100261092,0.4130070121447292,-0.3258549750698707,-0.09076369792802885,0.17276955471532215,-0.4068460606937952,-0.3263158876557419,0.5634756056877972,-0.07312735813134241,-0.277620227300698,0.016297644858792076,0.062154295384216934,0.17961930594072117,0.06649821007852481,0.260425506816032,0.3093752106079095,0.07307085352431258,0.2676412995104881,0.26487302670234614,0.05232239964474829,0.29837184623746754,-0.04964008102382381,-0.6225449652124347,0.27407394263771684,-0.2436765712363236,-0.42262996569617384,0.24128639303326802,0.6036557768512173,-0.2964912179617629,-0.1280999501730994,0.004137533196655318,-0.223423624290466,0.030939124672183568,,-0.05035426981978418,-0.04044694745245448,0.1499598001626306,0.263008645475452,0.027571106735293602,-0.11701465621130831,-0.34034295828381883,0.25686873941632343,0.29828808807642043,-0.5529679838991428,0.28000835604230867,-0.1168011118882709,,0.03692242572498869,-0.125996290915924,-0.10717059345604221,-0.019394284008756257,-0.0005571839268901075,-0.441386839253928,-0.11110827500042862,-0.2352589869552876,-0.0016026121790556876,0.1503047845499307,-0.21691031532323626,0.0047302858539766,0.015361148067343565,0.0453959661266203,0.2822878271137008,0.30261207960098857,0.319325056443439,0.32617983937224493,,0.15570933305762832,0.027203605075693606,-0.1260648859029827,-0.11799405016662314,0.044207446575099806,-0.07884473755313333
H_stone,0.08260063227685731,0.17557129696538182,-0.1528596351467409,-0.02831931329477919,-0.06505128598807464,0.12163861422563123,0.4378063496463725,0.41249920686741154,0.08439350028960727,0.4642007221398672,-0.27596743669247514,0.36498445951980635,1.0,-0.2630457261120098,0.042451922300441716,0.2540408967812005,0.4347160159207872,0.09742492941504614,0.0882065960533844,-0.12838437449630122,-0.3104244243824004,-0.31334956886225834,0.40147753313550105,-0.19002732500199473,-0.5433357536554009,0.06456861243081918,-0.10096509449694246,-0.013561881568194831,-0.020510394893469168,0.08965458969735896,-0.13353934801698697,0.11691960232466374,-0.010955929586450579,0.0312277343904083,0.08941733489167893,0.18784154405998496,-0.06807257962600441,-0.10462875563171754,0.06728325640313053,-0.4376224036201811,-0.3800679889583858,-0.18019216574559965,0.5018001592382396,-0.06410671239911088,0.21592200307258597,0.008586481623334401,-0.04741418976863873,-0.27378992479600534,,0.2461224778649364,-0.11412308504407591,0.034533584259648434,0.020417962533757248,0.2639259361700226,0.02614770032109152,0.04858662192955299,0.01816857567833975,0.06635402775927231,-0.3459546454425653,0.0681997755113186,0.020777636821872458,,0.02631379715753477,0.03186301512962729,-0.006808324583825611,0.054510437001424404,-0.27504367121486734,-0.5734677563553785,0.026029677296151806,-0.053693710895260816,0.005516356937647134,-0.026720207451460136,0.05365124443157711,0.11914557189939962,0.0015368106261323354,-0.01931541848846591,-0.15856079318565125,-0.1411967514402769,-0.11868856919852665,-0.10314781989456141,,-0.22202222250407738,-0.01885864079668378,0.019151791350764637,0.29452388154458914,0.11318799129250584,-0.0845228333788125
H_text_class,-0.0041438002126331875,-0.593334550399199,0.20255774133362175,0.4889800036007746,-0.4151693946005456,-0.6371234747935216,-0.5347617303383913,-0.7207922190100239,-0.1438097842869965,-0.43361580689076473,0.6887831834381247,-0.5066050811203419,-0.2630457261120098,1.0,0.05701596502440017,-0.2097625713383227,-0.4309710766180388,0.08830106508534838,0.16123101811990462,-0.16738816078248334,0.12822365784611983,0.08051263503906791,-0.2589529563323738,-0.04115195197295313,0.24701841194354662,-0.08113404278667323,0.05010067784708839,-0.12687314190078827,-0.06827071851500154,-0.18106573752076083,-0.08224835863442763,-0.1172927065377786,-0.11085064970632456,-0.16924941144090402,-0.004982649613110383,-0.2506344355133429,0.1771027298029378,0.1068901511568657,-0.17802173786515554,0.12046295914973687,0.38258952693004705,-0.10268280272510702,-0.4726794024293372,0.17864945594850504,0.020226877447245894,-0.009356915005391092,0.14146220532230896,-0.014852993625722866,,-0.23568707032730601,-0.13967600310565692,-0.08955331724738452,-0.18023545154870632,-0.20415457309376697,-0.03577461369709368,0.05563419436643688,-0.1765308228918848,-0.1874548222517651,0.49552285907153903,-0.171811119113101,-0.036124404929838747,,-0.043448989347001865,0.06249774739399947,-0.04855398852290673,0.009040832525867962,0.12284634703217012,0.2991572730174977,-0.03825782623497846,0.1499463050799908,-0.0010347504679217177,-0.11629825715196868,0.2883482741234563,-0.08860646692043403,-0.036088564352870396,-0.05183021282836454,-0.0937702247212698,-0.08646994530558971,-0.0760716546820995,-0.06940456850693205,,-0.10098447883692506,-0.023638125060129137,0.09570359347937361,-0.12098812536836638,-0.09463289804883093,-0.22111718826593388
N,0.09264877052400364,-0.18460324274923143,-0.02053512740593774,0.348048086335039,-0.15219833976706837,-0.20721087167526767,-0.1787988526447848,-0.0816797983759309,0.036516153183230274,-0.004880212250088707,0.29794637273253116,-0.3316149180478752,0.042451922300441716,0.05701596502440017,1.0,-0.023944501740498385,-0.03836102315127112,0.9437512751122579,0.19530087853755496,-0.4304466523129417,-0.10446089729875978,-0.20443726736279655,0.04844319471389076,-0.11218476235633439,-0.14165909117834924,0.00998328321503814,-0.26444211044245525,-0.06731733702187553,-0.04604006802476888,-0.012347810039144676,-0.9035894686086603,0.004869112901325463,-0.05142166862411891,-0.0759862408765,0.12320501492390688,-0.05993100820825596,0.03383629341241907,0.5237690888744285,-0.04848332898202259,-0.27112809150934375,0.1553971488604224,-0.6880447598789126,-0.15635545579637591,0.06598605358351313,0.8159624071956597,0.0038636765580459605,0.03741334686517706,-0.38090117319668815,,0.3705521252764298,-0.07660187360341521,-0.022209023884191787,-0.08336579367814254,0.24973614699432567,0.04399911945046301,0.996277044241245,-0.08105576411953858,-0.07446545044132415,0.1640010424330442,-0.05806536962906908,0.0382340343581944,,0.03912344873730525,0.25520544351961144,0.021520123635302986,-0.0029608464602535424,-0.26306571899274905,0.039825279904880814,0.04193330568972314,0.0391599591305868,-0.013866658415125402,-0.06142793965181797,0.36204253009568255,0.027781570318734995,0.035785843562100725,-0.002396547846047104,-0.81626497558063,-0.881989633879242,-0.9376232329511253,-0.9624993256133006,,-0.44791400816749066,-0.002561581136260739,0.0033556046618029773,0.3888966652096713,-0.025563855035276722,0.01373276772582001
SANLC,0.08031379201310636,0.25066550538978916,-0.2313488556791061,-0.07984277354363281,-0.017962940670944567,0.27635602999792486,0.39999799263065694,0.35782679765949227,0.060277098765164405,0.4246208364702462,-0.29443375946322425,0.2537987100261092,0.2540408967812005,-0.2097625713383227,-0.023944501740498385,1.0,0.22823989279773033,0.01172064800290599,0.014020921798769109,-0.1206133701510046,-0.23851698170290356,-0.22816605012026023,0.2886179149983069,-0.140536260061395,-0.21675034911597563,0.05079639259807591,0.024663013797305035,0.14987978824860196,0.004673667121437044,0.21881198692376094,-0.030508158833943214,0.18517621104355397,0.13470166226885108,0.16508451083738804,-0.00301988211681846,0.1670155943692321,-0.17312082134991133,-0.15711283639839924,0.10998054267918171,-0.33150007692298467,-0.23540358684676804,-0.06262913461327484,0.2160364715128273,-0.1440737205960106,0.11156612299946801,0.009599278478168731,-0.08849516956217966,-0.25285455610221863,,0.06790337514226948,-0.0100065021045245,0.05509801393830418,0.15525875211641027,0.08934323741394612,-0.11779779489981919,-0.016662122136357406,0.15479673041530156,0.13496716550090362,-0.27783688244953214,0.11437177325106392,-0.11997000168753284,,0.06898123210643814,-0.04379871813634972,-0.12439194958019104,-0.0051785595378214255,-0.043302274454962215,-0.25907514005907106,-0.11683181022371891,-0.08743859048543323,0.22780660814662115,0.12826942425790278,-0.044587392879652986,-0.05764769613076802,0.02933481399395143,0.10363548722431883,-0.046552200693239815,-0.035127269102708344,-0.021525977905742375,-0.012690677530085924,,-0.09417072759850047,0.0349640083753424,-0.12447622744785092,0.04563315304472625,0.04621699223232484,-0.053563041977201416
SF,0.09643355204609251,0.2834714300846809,-0.29277342312591254,-0.22539104705421165,0.13983005658282546,0.3541231690959602,0.5006008350680468,0.5332013147149093,-0.03819893410583178,0.45256567160277517,-0.4918561880654376,0.4130070121447292,0.4347160159207872,-0.4309710766180388,-0.03836102315127112,0.22823989279773033,1.0,-0.05532189572358843,-0.14588465754285904,0.1528413608067745,-0.18801041278652672,-0.15833082523939784,0.289412244568522,-0.06607533643554873,-0.4370841480338005,-0.047339128013969216,-0.0926800662152342,-0.03859356691150975,-0.015660637652671172,-0.03731159750825734,0.039085475938343585,0.25668025592353266,0.10760979184392629,-0.006917815346153551,0.1520526861497141,0.322698724315538,-0.027619761668363243,-0.0987567325642502,0.061138326291917795,-0.19432225534497738,-0.4384890045833537,0.04337323126165869,0.6665868443370832,-0.026093621215081814,0.008490456603717259,-0.008775018075316667,-0.043218320330407796,0.09753329511002519,,0.03150601982316645,-0.09077615101534424,0.015287494390752825,-0.01249093649059981,0.10266452514363085,-0.267301141860302,-0.03787820425215841,-0.017310662660817183,0.03023214513569678,-0.6470111925275555,0.03788529905746392,-0.2656100482217556,,-0.058702948423150395,-0.015701593119825292,-0.2851316183613141,0.03199896843477226,-0.06762909190781187,-0.5504937358875032,-0.2672898256268278,-0.054077908035388415,-0.03730671094536878,-0.043450930537208006,-0.22981023531843056,-0.1515324966744432,-0.047228673648915066,-0.081355128400929,0.04193349632073919,0.04049003908229823,0.03778542841497436,0.03619085535801209,,0.03128183344478608,-0.04471826530899,0.14365017277959233,0.0884202290872864,0.10243260131318434,0.2220035241620356
alpha,0.14781819622270573,-0.2381711877475774,-0.04077536596551962,0.47353455752864154,-0.30062937702879566,-0.2544926658449067,-0.1063912884807717,-0.08065389202408307,-0.007518586517959723,0.10415053171113552,0.33646346600982296,-0.3258549750698707,0.09742492941504614,0.08830106508534838,0.9437512751122579,0.01172064800290599,-0.05532189572358843,1.0,0.2317726152361627,-0.5852940556282104,-0.2638693120213533,-0.3665077421306671,0.18248431242466273,-0.17539461668925888,-0.21813726328657962,-0.05885755935622444,-0.31366327958439777,-0.1310322343249889,-0.059777854283929475,-0.02420158925412267,-0.986101905966405,-0.025939725974083706,-0.024472231389855156,-0.12017291911520199,0.09254138671953933,-0.05803845271221128,0.009770264988635455,0.45683246289095125,-0.047355743653286514,-0.39747913284800335,0.11210619914176742,-0.8847176655365289,-0.12076456105743662,0.08279897897632309,0.9168151552025854,0.001834396999003512,0.039158744479603505,-0.5355506592033383,,0.31429430500302574,-0.29919670501629475,-0.028490659656896598,-0.13381626127618565,0.281597665572521,-0.06030079002932158,0.9559413679989592,-0.13360293569167084,-0.08979599225506917,0.18909131385946246,-0.06581990271976329,-0.0679275375771886,,0.008475099094118884,0.2333222488328642,-0.09269789947294596,-0.0007155554943899661,-0.33970714180776834,-0.030293132917548322,-0.0621575501724366,0.03773720463599991,-0.030118752820227863,-0.1230045700604184,0.48147877584118537,-0.05443243786575162,0.004108376965196061,-0.04506784782357646,-0.9555824280933253,-0.9809860309816167,-0.9892835816543757,-0.9835338138635766,,-0.7044649156290371,-0.03364407194324914,0.06432532734221742,0.4002398154622869,-0.09357467509699899,-0.10704000605864224
bare-coverfraction,0.06700890349060697,-0.31513231837079464,0.062212571582142676,0.36121916235882,-0.41704219385365016,-0.3537180228405962,-0.14288493417163475,-0.24108406852153724,-0.061756333841135165,0.027754632549307875,0.34558991928774196,-0.09076369792802885,0.0882065960533844,0.16123101811990462,0.19530087853755496,0.014020921798769109,-0.14588465754285904,0.2317726152361627,1.0,-0.4085995506041405,-0.2538966402066975,-0.29868984671034776,0.17345821645865403,-0.19261269437820103,-0.09301396581023712,0.2428722936014624,-0.012187793780030445,0.20762552214218244,-0.008711968856118154,0.2702031064525425,-0.22424130042087517,0.11310685173658167,0.24090668218935524,0.21412419635254662,-0.015077998818211105,-0.21007120286642467,0.03138660751308292,-0.05028920280633259,0.07130889646116066,-0.2894160039165311,0.11193317858997617,-0.2267492938771346,-0.1959732199897437,-0.16227700296984143,0.3064142546130983,0.031506238763622275,-0.07505219430960425,-0.2759123391742829,,0.36305178091404655,0.012504891911391206,0.07482552325242417,0.19584593932375544,0.24409175909888225,-0.05301360711448581,0.19023650154480076,0.20162497024603737,0.14272513091103664,0.09799539804152173,0.11694489729143229,-0.05970597733565616,,0.30261801237675784,0.011558271332258698,-0.05915240248219089,-0.05382342707984701,-0.2249043178517678,-0.06494282725960579,-0.05284776134627788,-0.06454165184472167,0.025327533327706552,0.16991841305168853,0.28031895427216363,-0.03628751209243301,0.2937070885092831,0.4729267156519335,-0.22962966185055642,-0.22739492512771511,-0.21966068368513342,-0.21330685320835224,,-0.20579424749817973,0.11214901509118656,-0.38394154305692774,0.3212111441177827,-0.1674677790521729,-0.3012013163081572
bio_Pdq,-0.16483809671526495,0.285098228474499,0.13734322614283634,-0.6450693974798482,0.6360187953918307,0.35196151181743335,-0.08773249377295991,0.0895161939870605,0.1666783076073185,-0.34573285122703035,-0.36139662352575563,0.17276955471532215,-0.12838437449630122,-0.16738816078248334,-0.4304466523129417,-0.1206133701510046,0.1528413608067745,-0.5852940556282104,-0.4085995506041405,1.0,0.6265340095070738,0.7499299771862789,-0.5050612017986096,0.38264967541992034,0.2136900938916559,-0.1959256767952939,0.155563845824467,-0.078036346456581,0.07730118761044781,-0.2091530438547466,0.5939357264833632,-0.028290072057704316,-0.2067299578292695,-0.09199669826177517,0.0013251635352005031,0.04911385671242891,0.024769493142677467,0.1326736639757983,-0.03379922701451839,0.5567305878833456,-0.04803162100220907,0.6687697055411311,0.09855906018510498,0.08146153785535631,-0.6969412202934795,-0.02916805272119354,0.03794152921706993,0.6411804391389267,,-0.49084703977050026,0.3214475720179488,-0.014279819731197914,-0.06571415540631484,-0.37565208202383166,0.26081046205646474,-0.4432187577476247,-0.06482599942573529,-0.041628465121561486,-0.16987332973713085,-0.03378624933477613,0.27318423356195054,,-0.14731408221618664,-0.07411556395366357,0.308774944019076,0.06024043405905826,0.3606074922146566,0.1357529860936022,0.26101359070665775,0.03205769794427337,0.002196682654855401,-0.05459072235848456,-0.5583436455767149,0.19012153969632045,-0.11297337423568685,-0.14250516848416947,0.6412544579459998,0.6103105617828299,0.5624483507924178,0.526742757593126,,0.6436650828051365,-0.050276995363910046,0.20716795918074596,-0.48139862775171244,0.27650230087319755,0.5571906786066694
bio_Pwq,-0.25820911417529624,-0.1515731758580518,0.18899769207601286,-0.23787042096390823,0.41251431087745266,-0.1121033326537284,-0.5716306123312083,-0.3342684329882906,0.23992048681024258,-0.7293143684301848,0.2089661750220282,-0.4068460606937952,-0.3104244243824004,0.12822365784611983,-0.10446089729875978,-0.23851698170290356,-0.18801041278652672,-0.2638693120213533,-0.2538966402066975,0.6265340095070738,1.0,0.9754567212106358,-0.9500709805591576,0.24035813020040947,0.30997787808826444,-0.02052981567724424,0.18201279662491054,-0.10926675778230979,0.031233658672004172,-0.29178721233585475,0.2822860673522151,-0.02533977389037574,-0.3324688089669772,-0.18500389234763284,-0.15995267306850083,-0.23761739977711316,-0.015028053226509719,0.5883547301359506,-0.17797405106956238,0.6782881068882257,0.30805743962798543,0.42484500103148687,-0.30689277706256934,0.2172359858887169,-0.4950344814294523,-0.0311025487333401,0.1524742284664372,0.5401832135276232,,-0.3499075549274826,0.3903957319286867,-0.09520436680199662,-0.15634743735484924,-0.2914458530819129,0.442517403183934,-0.10645932290289094,-0.1498662004413006,-0.19006307320581323,0.19327301241729897,-0.18124109663984356,0.44841066739022734,,-0.17018969217438115,0.03367872738895112,0.48233581526437513,0.047753996693694206,0.4080316658581922,0.37550745300818694,0.4349700170544997,0.15795484527111137,0.042899235957721854,-0.07129451892663136,-0.4389843327493561,0.3276856635274401,-0.10943828683167489,-0.13265820120265123,0.3564951423866865,0.30586587314905966,0.24169034784048637,0.1999842192435487,,0.47935668592759817,-0.04018193011798752,0.12773448423342215,-0.3321744530179755,0.16525818640969706,0.4011340164230138
bio_annP,-0.25901952452977955,-0.053967797895243697,0.18482169731805173,-0.36810335170603825,0.5036946503345415,-0.018731367772371638,-0.5165295781508943,-0.2714665021329083,0.26040917670937574,-0.7148594518600673,0.09936100104603383,-0.3263158876557419,-0.31334956886225834,0.08051263503906791,-0.20443726736279655,-0.22816605012026023,-0.15833082523939784,-0.3665077421306671,-0.29868984671034776,0.7499299771862789,0.9754567212106358,1.0,-0.9223358128289141,0.33887514056983664,0.33850872020683476,-0.05282719798176162,0.1873000306370948,-0.09695237415531979,0.05044130780977306,-0.27365598164728205,0.3856686072467482,-0.030497687123056172,-0.333613112402876,-0.16374245424814324,-0.1423483362453378,-0.2061002748734674,-0.011090334138931318,0.5293779203216459,-0.15255308412552107,0.7178234425298399,0.26442622108426966,0.512922445928366,-0.27182324725115253,0.19096066992773417,-0.5860193634022457,-0.02881777230410715,0.13029517955564388,0.590193789026058,,-0.38859152761741284,0.43465809139623013,-0.07842094205527528,-0.13312244983117422,-0.32336411863237546,0.4588001120725247,-0.2092934187388261,-0.12708448523281607,-0.158377980466703,0.14281851600522,-0.15109191036015335,0.46647776782938594,,-0.15442514862406007,-0.002403002409209896,0.5086258095242399,0.049015199355206464,0.4282750379318393,0.3848140859762114,0.4525195725713297,0.1347855675556786,0.04230869237061113,-0.06107301691672713,-0.4599953264289333,0.33247859699730686,-0.10045835084853037,-0.1204669051804918,0.45441257556755554,0.40787953393505366,0.34632978372133716,0.3049060885061678,,0.5479822033686477,-0.03759174857647451,0.1361373032060261,-0.38185397421059053,0.2115064624481275,0.4924933716522295
bio_maxT,0.2332466448029601,0.31404137242521774,-0.20282582411030822,0.08439132038949029,-0.28220605278804173,0.2616029478650853,0.6838475551235964,0.4883886838500491,-0.18945003081655185,0.8107644744495369,-0.37993204693860155,0.5634756056877972,0.40147753313550105,-0.2589529563323738,0.04844319471389076,0.2886179149983069,0.289412244568522,0.18248431242466273,0.17345821645865403,-0.5050612017986096,-0.9500709805591576,-0.9223358128289141,1.0,-0.2702134358551255,-0.36861626493278804,0.03692463493755716,-0.18739142557982263,0.16564913189783462,-0.01634955027397327,0.33839643781283635,-0.20479690101249623,0.06224248230645475,0.3464274068505876,0.24656782665874488,0.17474426960681833,0.29476730690300595,-0.06003730309693366,-0.642671449631962,0.23188539204634237,-0.6667441721958876,-0.3666275099428822,-0.32963865815932997,0.4519594521274457,-0.27411870333218447,0.429125101922654,0.02131633528247668,-0.1934761402898426,-0.4921868691186268,,0.3689873864080342,-0.34259688498525503,0.12278062833943716,0.22161805770665036,0.3036653948573042,-0.4054477907706298,0.05142998407698396,0.2140691417673042,0.24906819947368172,-0.3436446491136809,0.23359330734665043,-0.41075244639625974,,0.143711300702591,-0.07271129232306656,-0.44059975831651577,-0.044094468320660204,-0.37460241734855526,-0.466377218810934,-0.39801996881012125,-0.1999019078276515,-0.02558428861279853,0.1251589362270035,0.2963269380449872,-0.2703674039360863,0.08622624330976822,0.11478091482757863,-0.2689769882821543,-0.2249893680626009,-0.17010338776125808,-0.13479879941891335,,-0.38903007941712775,0.038373962411689166,-0.12007640119449423,0.3160782157338284,-0.11376650130634879,-0.37164424421816444
bio_minT,-0.06647816997855703,0.12247950853511395,0.09873755313219475,-0.4147295577817744,0.3914562052043507,0.052707973592782224,-0.23404297985800443,-0.043371934613071095,0.12143954557297817,-0.3478891993742762,-0.06345758966510995,-0.07312735813134241,-0.19002732500199473,-0.04115195197295313,-0.11218476235633439,-0.140536260061395,-0.06607533643554873,-0.17539461668925888,-0.19261269437820103,0.38264967541992034,0.24035813020040947,0.33887514056983664,-0.2702134358551255,1.0,0.24559143872113265,-0.12883773309482313,-0.17195868967446687,-0.020196138052859962,0.06190856206407859,-0.08054956339723503,0.2574888312865456,-0.09891427184058005,-0.2530634787554222,-0.05830955828577257,0.17349094412966484,0.04473192564500122,0.2229473650023544,0.15665783679369696,-0.06888538398950228,0.3683735305337279,-0.04744866831044928,0.2746558929480653,-0.11164287951403229,0.07317236991942154,-0.25633256214247363,0.008231423885882733,0.05308585342182427,0.23350742527794863,,0.1390147175362928,0.3218650036612547,-0.012676105575562778,-0.036705848454532626,0.037422286496398165,0.3029124267556058,-0.1468875963280471,-0.030816264614672177,-0.04897102125446127,0.029175812017769857,-0.04125234623408134,0.312897622374079,,0.011725901276972104,-0.17036145239280878,0.3448294643819295,0.06125176498722686,-0.0793993705204552,0.2664366690936907,0.3073691623709827,0.053868961611659216,-0.0016796424870468515,-0.0016655219183116603,0.10540967292568622,0.18082967081172927,0.03238309877624056,0.03296663869810022,0.2706113387167647,0.2606482529771032,0.2451204306137795,0.23085691141339199,,0.3323453062419392,0.007150126712178172,0.1017390762981648,0.0733128659523421,0.03837012395329161,0.4740378258068012
canopy_height,-0.1465808535390028,0.028606914962532516,0.14573002088991957,-0.179410582109665,0.2316431896390668,-0.053629005521469986,-0.3889762409252775,-0.3225887594231667,0.1475663462790464,-0.4665714685915352,0.178562705099119,-0.277620227300698,-0.5433357536554009,0.24701841194354662,-0.14165909117834924,-0.21675034911597563,-0.4370841480338005,-0.21813726328657962,-0.09301396581023712,0.2136900938916559,0.30997787808826444,0.33850872020683476,-0.36861626493278804,0.24559143872113265,1.0,-0.07651502951950656,0.1319840724522924,0.028425672991658477,0.030380028934209474,-0.03218702273991325,0.2619229797357589,-0.1599654549631965,-0.12483763738984541,0.020587902730532202,0.025088900362507802,-0.14629183496998513,0.059780227970821616,0.04993882788045433,0.0062645336377025835,0.4418501814655071,0.3104096803821745,0.3138445496837812,-0.5325222348917826,-0.013528545678654268,-0.31835000056379303,-0.009463992962746044,-0.019610472090363765,0.24868377773284103,,-0.21057647707647464,0.20585186284618573,0.020102698722179752,0.021095816453253615,-0.21381896303998807,0.2911622126446178,-0.15355010709318623,0.02493044132379409,0.009708310967759974,0.3592093354707016,0.009286124449359353,0.295180414768036,,-0.00901731526073721,-0.023496006801005487,0.3139083565667448,-0.019825568462374505,0.17403809323951616,0.6332057644747685,0.2929276425920768,-0.013125513600165045,0.030456526394783984,0.028964616733799704,-0.04512034899708522,0.17943213003260894,0.0009110933381086579,-0.0007141586660981965,0.29193301683903944,0.271152422475913,0.24237537010173396,0.2210974461284135,,0.3447555830736582,0.034229832208418715,-0.001962456932205226,-0.25973751980705595,-0.012552703472619539,0.09161086906966025
change_abs,0.09862249570557148,-0.019037246908030502,-0.06804095030574994,0.049290229761016775,-0.11291673455453856,-0.043146087848121524,0.06429600185867054,0.05307984441616844,-0.05639473786574593,0.0877662161394764,-0.05368559857985091,0.016297644858792076,0.06456861243081918,-0.08113404278667323,0.00998328321503814,0.05079639259807591,-0.047339128013969216,-0.05885755935622444,0.2428722936014624,-0.1959256767952939,-0.02052981567724424,-0.05282719798176162,0.03692463493755716,-0.12883773309482313,-0.07651502951950656,1.0,0.6455489776038015,0.14045870749058822,0.0765647930764781,0.20209984977119122,0.07073087182069494,0.036736023688304524,0.17222127489603029,0.16383461941782756,0.033887339071241515,-0.09796040886548961,-0.09782201979336942,-0.09288177293538591,0.07676137975603134,-0.14388936633702826,-0.06270506358064318,0.09666092309287574,0.07046216501210921,-0.18170174838376288,0.021623705967770454,0.017035803996891984,-0.09237721834908012,-0.055411987273015766,,0.3751003501255716,0.17705563714595335,0.10994144927065254,0.15766018238840612,0.23829801123556618,-0.06781072768876151,-0.00925517145066972,0.16487560217501074,0.1765040855199274,-0.1226345380515251,0.1675149761840356,-0.06860363713473572,,0.18292795600482784,0.0045855086038036974,-0.05785725111029683,-0.1417563942090633,-0.09665091721775154,-0.15406103812537233,-0.06623740244713872,-0.09079524505545804,-0.05242217748104656,0.11668677622774051,0.03650148428298845,-0.05845132238995914,0.18971787797692732,0.23738466563266317,0.08691906769774935,0.07695032250347456,0.05943419915778985,0.04532905704400712,,0.0990516759639329,0.0851903422472519,-0.26725867419162214,0.32214706754963934,-0.08408542246896601,-0.07014576730056707
